"CODE_NUM,N,5,0","BARCODE,N,12,0","BARCODE2,C,1","BRAND,C,32","DESCRIP,C,69","TYPE,N,2,0","SIZE,C,18","COST,N,9,4","LAST_COST,N,9,4","NEXT_COST,C,7","COST_2,C,6","COST_3,C,1","PRICE,N,10,4","MIN_PRICE,C,5","QTY_ON_HND,C,5","WAREHOUSE1,C,2","WAREHOUSE2,C,1","QTY_ON_RSV,C,1","QTY_ON_ORD,C,5","QTY_CASE,N,3,0","DIST,C,2","DIVI,C,1","SALESMAN,C,1","LAST_ORD,C,10","LAST_RCV,C,10","COST_DATE,C,10","SALES,C,10","P,C,3","P_PRICE,C,2","REORDER,C,2","LAST_EDIT,C,10","LAST_SALE,D","FIRST,N,10,0","SECON,N,10,0","THIRD,N,1,0","FOURT,N,1,0","FIFTH,N,1,0","SIXTH,N,1,0","SEVEN,N,1,0","EIGHT,N,2,0","NINTH,N,2,0","TENTH,N,1,0","ELEVE,N,2,0","TWELV,N,2,0","PRIORY,C,4","MTD,N,2,0","YTD,C,5","TWOFER,C,2","TWOFER_AMT,C,5","TAXABLE,C,1","START_PROM,C,1","END_PROM,C,1","BIN,C,5","DEPOSIT,C,1","DEP_AMT,C,1","THRFER,C,2","THRFER_AMT,C,5","CASE_PRICE,C,7","STD_QTY,N,1,0","PRINT_BAR,C,1","TAXRATE,C,1","TAXABLE2,C,1","TAXRATE2,C,1","SCRIPT_YN,C,1","FLAT_TAX,C,1","SHELF_CAP,C,1","QTY_SHELF,C,3","INTNUM,N,14,3","CLASS,C,7","VENDNUM,N,7,0","PAR_QTY,C,3","PRICE_B,C,5","PRICE_C,C,1","PRICE_D,C,1","PRICE_E,C,1","PRICE_F,C,1","PRICE_G,C,1","PRICE_H,C,1","PRICE_I,C,1","PRICE_J,C,1","DEP_B,C,1","DEP_C,C,1","CASE_B,C,1","CASE_C,C,1","CASE_D,C,1","CASE_E,C,1","CASE_F,C,1","CASE_G,C,1","CASE_H,C,1","CASE_I,C,1","CASE_J,C,1","USER1,C,1","USER2,C,1","DISC_OK,C,1","ORDER_LOT,C,1","DEP_ORD,C,1","DEP_ORDAMT,C,1","NOTES,C,1","NOTE2,C,1","DISCPOOL,C,1","BMP,C,1","HOCODE,C,1","POINTX,C,1","ITEMNOTE,C,1","USER1NAM,C,1","USER2NAM,C,1","VENDNAM,C,30","TYPENAM,C,30","TAXABLE3,C,22","TAXRATE3,C,9"
10384,0,,BLUNTVILLE,MIXED,7,.050L,0,0,,,,1.59,,,,,,,25,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,CIGARS,,
10385,0,,Blunt Ville,Vanilla single,7,1 PT,1.34,1.41,,,,1.79,,6,,,,,20,,,,,2023-12-06,,95,,,,2024-01-30,03/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,44,0,32,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,95,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,VICKEY DISTRIBUTING,CIGARS,,
10386,0,,BLUNTVILLE,GRAPE,7,1 PT,1,0,,,,1.59,,,,,,,0,,,,,,,1,,,,2022-11-03,06/15/2022,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,CIGARS,,
10389,0,,Black & Mild,Single,7,1 PT,1.1185,1.5444,,,,1.72,,81,,,,,25,,,,,2025-07-06,,2183,,,,2025-07-06,07/07/2025,0,0,0,0,0,0,0,0,0,0,0,4,514,0,1317,,,Y,,,,N,,,,,1,N,,N,,N,,,,70711,S,107,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,TRIPLE C WHOLESALERS, INC,CIGARS,
10390,0,,SMIRNOFF,APPLE,60,24 OZ,1.9962,1.9875,,,,2.99,,,,,,,12,,,,,,,,,,,,12/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,82508,S,42,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,BEER,,
10391,0,,BRISK,ICE TEA LEMON,6,20oz,0,0,,,,1.59,,,,,,,24,,,,,,,,,,,,10/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,43,,,,,,,,,,,,,,,,,,,,,,,,N,C,,,,,,,,,,,,,SODA,,
10394,0,,Bambu,Rolling Paper Organic Hemp King Size,7,1 PT,1.4,1.4,,,,2.19,,50,,,,,50,,,,,2025-04-28,,,,,,,11/20/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,CIGARS,,
10395,0,,NEW AMSTERDAM,RASPBERRY,26,1.75L,15.193,15.1933,,,,22.99,,,,,,,6,,,,,,,,,,,2022-03-01,08/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9259911,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
10396,0,,NEW AMSTERDAM,RASPBERRY,26,.200L,2.5267,2.5267,,,,3.99,,,,,,,24,,,,,,,3,,,,2022-01-25,05/26/2022,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9259296,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
10397,0,,NEW AMSTERDAM,RASPBERRY,94,.750L,8.99,8.99,,,,11.99,,,,,,,12,,,,,2022-07-09,,24,,,,2024-09-24,09/17/2024,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,,,N,,,,N,,,,,1,N,,Y,,N,,,,9259912,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,DISCONTINUED,,
10398,0,,New Amsterdam,Raspberry Vodka,26,.375L,4.6507,4.6662,,,,6.99,,27,,,,,24,,,,,2025-06-26,,23,,,,2025-06-26,03/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,12,0,5,,,N,,,,N,,,,,1,N,,Y,,N,,,,9259303,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
10399,0,,NEW AMSTERDAM,RASPBERRY,26,50ML,0.5,0.5,,,,1.01,,,,,,,120,,,,,,,,,,,,05/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9259913,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
10400,0,,NEW AMSTERDAM,APPLE,26,1.0L,9.7843,9.75,,,,13.99,,,,,,,12,,,,,,,,,,,,10/15/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9240880,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
10401,0,,GALLO,SWEET APPLE,8,.750L,3.3325,3.3325,,,,5.99,,,,,,,12,,,,,2022-09-22,,24,,,,2022-08-01,06/02/2023,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,2,9.99,N,,,,N,,,,,1,N,,Y,,N,,,,9252243,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-DOMESTIC,,
10402,0,,GIFT,BAG,59,.750L,0.99,0.99,,,,1.99,,,,,,,12,,,,,2024-12-17,,291,,,,2024-10-15,05/17/2025,0,0,0,0,0,0,0,0,0,0,0,0,90,0,91,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,62,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,KDS-2 DBA WHOLESALE MD,MISC,,
10403,18200007842,,ODOULS,SINGLE,60,12 OZ,1.69,5.5125,,,,1.69,,,,,,,4,,,,,,,,,,,,06/02/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,22.99,1,N,,Y,,N,,,,0,S,42,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,BEER,,
10404,0,,Black & Mild,Wine Wood Tip- 5 Pack,7,1 PT,6.4267,8.595,,,,9.59,,29,,,,,10,,,,,2025-07-06,,129,,,,2025-07-06,07/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,44,0,85,,,Y,,,,N,,,,,1,N,,N,,N,,,,71771,S,107,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,TRIPLE C WHOLESALERS, INC,CIGARS,
10405,0,,Black & Mild,Single Cigar Wine Plastic Tip,7,1 PT,1.1764,1.5444,,,,1.72,,67,,,,,25,,,,,2025-07-06,,1020,,,,2025-07-06,07/05/2025,0,0,0,0,0,0,0,0,0,0,0,0,280,0,335,,,Y,,,,N,,,,,1,N,,N,,N,,,,71780,S,107,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,TRIPLE C WHOLESALERS, INC,CIGARS,
10407,8505428,,SUTTER HOME,SANGRIA,8,1.5L,7.3533,7.3533,,,,10.99,,,,,,,6,,,,,2022-09-25,,29,,,,2022-09-25,01/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,N,,,WW-3,N,,,,,1,N,,Y,,N,,,,114737,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
10408,8505428,,PLAYING,CARD,59,0,1.99,7.3933,,,,2.99,,,,,,,6,,,,,,,,,,,,09/07/2020,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,WW-3,N,,,,,1,N,,N,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,MISC,,
10409,0,,SANTERO,MOSCATO TAN,3,.750L,8,0,,,,12.99,,,,,,,12,,,,,,,,,,,,03/30/2019,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,2,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BACCHUS IMPORTERS, LTD.,WINE-FRENCH,
10410,0,,SANTERO,MOS AND MANGO,56,.750L,9.25,9.25,,,,12.99,,,,,,,12,,,,,2023-01-12,,,,,,2022-05-17,06/01/2020,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,67,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,INTERBALT PRODUCTS,SPARK WINE-IMPORTED,,
10411,0,,SPARKLING ICE,BLACK RASBERRY,0,,0,0,,,,0.99,,,,,,,0,,,,,,,,,,,,04/20/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,,,
10412,0,,SPARKLING ICE,CHERRY LIMEADE,0,,0,0,,,,0.99,,,,,,,0,,,,,,,,,,,,08/10/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,,,
10414,0,,BERINGER,DRY ROSE,8,1.5L,6.6888,6.6933,,,,9.99,,,,,,,6,,,,,,,,,,,2022-02-13,11/24/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,177651,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
10415,0,,ROSA,RED BLEND,68,24 OZ,3.99,1.86,,,,6.99,,,,,,,12,,,,,,,,,,,,07/17/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
10417,0,,BERINGER,MERLOT,8,.750L,3.9942,3.9942,,,,5.99,,,,,,,12,,,,,2021-12-29,,12,,,,2021-12-29,05/15/2022,0,0,0,0,0,0,0,0,0,0,0,0,,0,,2,10.99,N,,,,N,,,,,1,N,,Y,,N,,,,177838,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
10418,0,,Beringer,Cabernet Sauvignon,8,.750L,5.254,5.3333,,,,6.99,,10,,,,,12,,,,,2025-04-24,,33,,,,2025-04-24,07/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,2,10.99,N,,,,N,,,,,1,N,,Y,,N,,,,193795,S,46,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,SOUTHER WINE & SPIRITS,WINE-DOMESTIC,,
10423,0,,WILD IRISH,WHITE,26,.200L,0,2.5267,,,,2.99,,,,,,,24,,,,,,,,,,,,06/07/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
10424,0,,BV COASTAL ESTATE,CHAD,68,.750L,7.99,0,,,,9.99,,,,,,,12,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,N,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-IMPORTED,,
10425,0,,BV COASTAL ESTATE,MOS,68,.750L,7.99,0,,,,9.99,,,,,,,12,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,N,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-IMPORTED,,
10426,0,,STERLING,ROSE,8,.750L,0,5.99,,,,9.99,,,,,,,12,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-DOMESTIC,,
10427,0,,DE NAKED GRAP,HARVEST RED BLEND,68,.750L,0,9.97,,,,14.99,,,,,,,12,,,,,,,,,,,,07/29/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
10428,0,,VENDANGE,WHITE ZIN,8,1.5L,5.3367,4.9933,,,,8.99,,,,,,,6,,,,,,,,,,,,02/25/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,WW2,N,,,,,1,N,,Y,,N,,,,801342,S,4,,,,,,,,,,,,,,,,,,,,,,,,N,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
10429,0,,VENDANGE,CHA,8,1.5L,5.44,0,,,,7.99,,,,,,,6,,,,,,,,,,,,09/12/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
10430,0,,CAVIT,CHAD,8,.750L,5.9942,5.9942,,,,8.99,,,,,,,12,,,,,,,,,,,,04/21/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,WINE-DOMESTIC,,
10431,0,,1882,Sweet Aromatic,7,1 PT,1.7,1.7,,,,2.49,,5,,,,,10,,,,,2022-01-05,,5,,,,2023-07-17,04/10/2023,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,CIGARS,,
10432,0,,1882 SINGLE,SWEET AROMATIC,7,1 PT,0.65,0,,,,0.99,,,,,,,24,,,,,,,,,,,,07/20/2018,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,CIGARS,,
10433,0,,New Amsterdam,Vodka 100 Proof,26,1.75L,18.9983,18.9983,,,,23.99,,6,,,,,6,,,,,2025-06-26,,81,,,,2024-09-08,07/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,26,0,38,,,N,,,,N,,,,,1,Y,,Y,,N,,,,9227375,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
10434,0,,BRUGAL,ANEJO DOMI,33,750ml,17.6,17.6,,,,25.99,,,,,,,12,,,,,2022-08-06,,10,,,,2022-08-06,08/18/2022,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9024469,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,RUM-IMPORTED,,
10437,0,,KAMI,MIX,39,.750L,2.99,0,,,,3.99,,,,,,,24,,,,,,,,,,,,06/13/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,SPECIALTIES,,
10440,0,,Chandon,Sweet Star,55,.750L,18.6392,18.6392,,,,23.99,,3,,,,,12,,,,,2024-03-22,,34,,,,2024-03-22,06/16/2025,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,,,N,,,,N,,,,,1,N,,Y,,N,,,,9611868,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,SPARK WINE-AMERICAN,,
10441,0,,CANADA DRY,GINGER ALE 1LI,6,1.0L,1.4865,1.4992,,,,2.99,,43,,,,,12,,,,,2025-07-06,,602,,,,2025-06-08,06/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,176,0,367,,,Y,,,,N,,,,,1,N,,N,,N,,,,410256,S,107,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,TRIPLE C WHOLESALERS, INC,SODA,
10442,0,,ECCO,DOMANI,68,.750L,5.99,0,,,,8.99,,,,,,,12,,,,,,,,,,,,05/28/2018,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,6,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,FP WINNER, LTD,WINE-IMPORTED,
10444,0,,EXODO,PEACH,37,.750L,15.99,0,,,,21.99,,,,,,,6,,,,,,,,,,,,05/04/2018,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,TEQUILA,,
10445,0,,NEW AMSTERDAM,COCONUT,26,1.0L,9.99,8.49,,,,13.99,,,,,,,12,,,,,,,,,,,,03/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
10446,0,,CLUBTAILS,SCREW DRIVER,38,16 OZ,1.2063,1.2063,,,,1.83,,,,,,,24,,,,,,,,,,,,07/12/2019,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,2454,S,47,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BOZICK DISTRIBUTORS INC,PREP COCKTAILS,,
10447,0,,SHOW CIGARILLOS,SWEET,0,.050L,0.66,0.554,,,,1,,,,,,,120,,,,,,,,,,,,07/25/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,LIQUOR-MISC,,
10448,0,,Margaritaville,Gold Tequila,37,.050L,0.68,0.68,,,,1.19,,32,,,,,120,,,,,2025-05-22,,1252,,,,2025-06-28,07/08/2025,0,0,0,0,0,0,0,3,0,1,0,2,249,0,814,2,2,N,,,,N,,,,,1,N,,Y,,N,,,,9027449,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,TEQUILA,,
10449,80516135144,,RIUNITE,SANGRIA,68,.750L,3.385,3.3942,,,,5.99,,,,,,,12,,,,,,,,,,,,11/19/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,10544,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
10450,635985100621,,MIKE'S HARD,PEACH,60,12 OZ,6.8258,6.825,,,,9.99,,,,,,,4,,,,,2025-01-24,,124,,,,2024-07-12,06/20/2025,0,0,0,0,0,0,0,0,0,0,0,0,46,0,65,,,N,,,,N,,,,,1,N,,Y,,N,,,,57302,S,59,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,CHESAPEAKE BEVERAGE,BEER,,
10451,0,,Everfresh,Mango,72,16 OZ,1.5404,1.5408,,,,2.29,,15,,,,,12,,,,,2025-03-17,,386,,,,2025-02-19,07/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,130,0,175,,,Y,,,,N,,,,,1,N,,N,,N,,,,379,S,44,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,SCHWARTZ AND SONS,JUICE,,
10452,88110151058,,HENNESSY, VSOP,31,1.75L,96.5206,97.7933,,,,115.99,,,,,,,6,,,,,,,,,,,,07/15/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9002483,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,COGNAC,,
10453,88110151058,,HENNESSY, VSOP,31,1.0L,77.4358,77.4358,,,,109.99,,,,,,,12,,,,,2022-08-06,,36,,,,2023-02-04,09/16/2023,0,0,0,0,0,0,0,0,0,0,0,0,12,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9002488,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,COGNAC,,
10454,88110151058,,HENNESSY, VSOP,31,.200L,11.67,11.67,,,,19.99,,,,,,,24,,,,,2025-05-17,,2,,,,2025-04-20,05/25/2025,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,,,N,,,,N,,,,,1,N,,Y,,N,,,,9011399,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,COGNAC,,
10455,0,,ARIZONA,WATERMELON,6,24 OZ,0.6663,0.6663,,,,1,,,,,,,24,,,,,,,,,,,,12/13/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,SODA,,
10457,0,,ARIZONA,MANGO,6,24 OZ,0.6458,0.6458,,,,1,,,,,,,24,,,,,,,,,,,,07/29/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,SODA,,
10458,0,,ARIZONA,GREEN TEA,6,24 OZ,0.6663,0.6663,,,,1,,-2,,,,,24,,,,,2022-09-24,,23,,,,2022-09-24,04/27/2025,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,SODA,,
10459,0,,ARIZONA,LEMONADE,6,24 OZ,0.69,0,,,,1,,,,,,,24,,,,,,,,,,,,01/22/2018,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,SODA,,
10460,0,,ARIZONA,GRAP,6,24 OZ,0.69,0,,,,0.99,,,,,,,24,,,,,,,,,,,,11/06/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,SODA,,
10463,0,,SMIRNOFF ICE,WATERMELON,60,24 OZ,1.9937,1.9958,,,,2.99,,,,,,,12,,,,,,,,,,,,12/10/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,82539,S,59,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,CHESAPEAKE BEVERAGE,BEER,,
10464,0,,EXCLUSIVE,CNUT,27,.750L,7.33,7.3333,,,,9.99,,,,,,,12,,,,,,,,,,,,09/12/2018,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,VODKA-IMPORTED,,
10466,0,,ARIZONA,ICED TEA,6,24 OZ,0.6663,0.6663,,,,0.99,,,,,,,24,,,,,,,,,,,,10/11/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,SODA,,
