"CODE_NUM,N,5,0","BARCODE,N,12,0","BARCODE2,C,1","BRAND,C,32","DESCRIP,C,69","TYPE,N,2,0","SIZE,C,18","COST,N,9,4","LAST_COST,N,9,4","NEXT_COST,C,7","COST_2,C,6","COST_3,C,1","PRICE,N,10,4","MIN_PRICE,C,5","QTY_ON_HND,C,5","WAREHOUSE1,C,2","WAREHOUSE2,C,1","QTY_ON_RSV,C,1","QTY_ON_ORD,C,5","QTY_CASE,N,3,0","DIST,C,2","DIVI,C,1","SALESMAN,C,1","LAST_ORD,C,10","LAST_RCV,C,10","COST_DATE,C,10","SALES,C,10","P,C,3","P_PRICE,C,2","REORDER,C,2","LAST_EDIT,C,10","LAST_SALE,D","FIRST,N,10,0","SECON,N,10,0","THIRD,N,1,0","FOURT,N,1,0","FIFTH,N,1,0","SIXTH,N,1,0","SEVEN,N,1,0","EIGHT,N,2,0","NINTH,N,2,0","TENTH,N,1,0","ELEVE,N,2,0","TWELV,N,2,0","PRIORY,C,4","MTD,N,2,0","YTD,C,5","TWOFER,C,2","TWOFER_AMT,C,5","TAXABLE,C,1","START_PROM,C,1","END_PROM,C,1","BIN,C,5","DEPOSIT,C,1","DEP_AMT,C,1","THRFER,C,2","THRFER_AMT,C,5","CASE_PRICE,C,7","STD_QTY,N,1,0","PRINT_BAR,C,1","TAXRATE,C,1","TAXABLE2,C,1","TAXRATE2,C,1","SCRIPT_YN,C,1","FLAT_TAX,C,1","SHELF_CAP,C,1","QTY_SHELF,C,3","INTNUM,N,14,3","CLASS,C,7","VENDNUM,N,7,0","PAR_QTY,C,3","PRICE_B,C,5","PRICE_C,C,1","PRICE_D,C,1","PRICE_E,C,1","PRICE_F,C,1","PRICE_G,C,1","PRICE_H,C,1","PRICE_I,C,1","PRICE_J,C,1","DEP_B,C,1","DEP_C,C,1","CASE_B,C,1","CASE_C,C,1","CASE_D,C,1","CASE_E,C,1","CASE_F,C,1","CASE_G,C,1","CASE_H,C,1","CASE_I,C,1","CASE_J,C,1","USER1,C,1","USER2,C,1","DISC_OK,C,1","ORDER_LOT,C,1","DEP_ORD,C,1","DEP_ORDAMT,C,1","NOTES,C,1","NOTE2,C,1","DISCPOOL,C,1","BMP,C,1","HOCODE,C,1","POINTX,C,1","ITEMNOTE,C,1","USER1NAM,C,1","USER2NAM,C,1","VENDNAM,C,30","TYPENAM,C,30","TAXABLE3,C,22","TAXRATE3,C,9"
7075,0,,JOSE CUERVO,POMEGRANATE MARG,38,1.75L,11.99,11.66,,,,16.99,,,,,,,6,,,,,,,,,,,,10/21/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9103440,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,PREP COCKTAILS,,
7076,0,,MOUTON CADET,ROSE,3,.750L,6.6667,0,,,,10.99,,,,,,,12,,,,,,,,,,,,06/25/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-FRENCH,,
7077,0,,LODALI,MOSCATO D ASTI,68,.750L,8.66,8.66,,,,12.99,,,,,,,12,,,,,,,,,,,,08/25/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,35982,S,56,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,SIEMA WINES,WINE-IMPORTED,,
7078,0,,BURNETTS,MANGO,26,1.75L,10.99,10.99,,,,13.99,,,,,,,6,,,,,,,,,,,,07/03/2017,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9004557,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
7079,0,,PEARL,VODKA,27,1.75L,15.99,15.99,,,,19.99,,,,,,,6,,,,,,,,,,,,08/28/2015,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,840379,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,VODKA-IMPORTED,,
7080,0,,PEARL,VODKA,26,.050L,0.594,0,,,,0.99,,,,,,,120,,,,,,,,,,,,11/26/2010,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,VODKA-AMERICAN,,
7081,0,,Jameson,Irish Whiskey,15,1.75L,42.0729,39.9933,,,,49.99,,17,,,,,6,,,,,2025-05-31,,194,,,,2025-05-06,07/07/2025,0,0,0,0,0,0,0,0,0,0,0,1,50,0,83,,,N,,,,N,,,,,1,N,,Y,,N,,,,311452,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WHIS-TENNESSEE,,
7082,0,,THE SHOW,MALBEC,68,.750L,9.97,9.97,,,,14.99,,,,,,,12,,,,,,,,,,,,10/29/2012,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,113996,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
7083,0,,KENWOOD,RUSSIAN RIVER PINOT N,68,.750L,7.33,0,,,,10.99,,,,,,,12,,,,,,,,,,,,03/15/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,WINE-IMPORTED,,
7084,0,,FIREFLY,TEA LEMONADE RTD,59,1.75L,0,0,,,,19.99,,,,,,,6,,,,,,,,,,,,09/03/2010,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,MISC,,
7089,0,,USHERS,SCOTCH,17,1.75L,0,0,,,,19.99,,,,,,,6,,,,,,,,,,,,04/05/2013,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WHIS-SCOTCH,,
7090,0,,FISH EYE,SHIRAZ,8,1.5L,7.3533,7.3533,,,,10.99,,,,,,,6,,,,,,,,,,,,05/02/2020,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,62342,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
7093,0,,FRONTERA,MERLOT,68,.750L,3.9172,3.9942,,,,5.99,,,,,,,12,,,,,,,,,,,,10/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,345594,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
7094,0,,FRONTERA,CHARDONNAY,68,.750L,3.9942,3.9942,,,,5.99,,,,,,,12,,,,,,,,,,,2022-09-07,11/23/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,345534,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
7095,0,,FRONTERA,CAB-MERLOT,68,.750L,3.9942,3.9942,,,,5.99,,,,,,,12,,,,,,,,,,,,12/04/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,345504,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
7096,0,,STOLICHNAYA,WHITE POMEGRANIK,27,.050L,0.66,0,,,,0.99,,,,,,,120,,,,,,,,,,,,02/14/2012,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,VODKA-IMPORTED,,
7097,0,,Riunite,Trebbiano Moscato,68,.750L,3.9942,3.9942,,,,6.99,,10,,,,,12,,,,,2025-05-03,,38,,,,2023-02-18,07/04/2025,0,0,0,0,0,0,0,0,0,0,0,0,21,0,13,,,N,,,,N,,,,,1,N,,Y,,N,,,,213997,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
7105,0,,KRAKEN,BLACK SPICED RUM,32,1.75L,25.5933,25.5933,,,,33.99,,,,,,,6,,,,,2022-02-23,,7,,,,2022-11-03,09/28/2022,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,354463,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,RUM-AMERICAN,,
7106,0,,Al Capone,Cognac Filters,7,1 PT,5.8,5.8,,,,9.99,,13,,,,,10,,,,,2025-06-28,,267,,,,2025-04-15,07/08/2025,0,0,0,0,0,0,0,0,0,1,0,0,80,0,164,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,26,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,THE GEORGE J. FALTER CO.,CIGARS,,
7109,0,,ICEHOUSE,18 OZ,60,18.oz,1.06,1.06,,,,1.69,,,,,,,15,,,,,,,3,,,,2022-03-29,03/12/2022,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,6258,S,34,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BUCK DISTRIBUTING CO.,BEER,,
7110,0,,CHIARLI,LAMBRUSCO,8,.750L,4.5,0,,,,6.99,,,,,,,6,,,,,,,,,,,,01/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,WINE-DOMESTIC,,
7112,0,,Patron,Silver Tequila,37,.200L,12.0436,11.99,,,,19.99,,49,,,,,12,,,,,2025-06-22,,57,,,,2025-06-22,07/03/2025,0,0,0,0,0,0,0,0,0,0,0,0,,0,57,,,N,,,,N,,,,,1,N,,Y,,N,,,,288244,S,46,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,SOUTHER WINE & SPIRITS,TEQUILA,,
7113,0,,Patron,Reposado Tequila,37,.200L,13.33,13.33,,,,18.99,,12,,,,,12,,,,,2025-06-22,,,,,,2025-06-22,12/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,TEQUILA,,
7114,0,,PATRON,ANEJO,37,.200L,13.9942,13.9942,,,,18.99,,,,,,,12,,,,,,,,,,,,10/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9105585,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,TEQUILA,,
7115,0,,KETEL ONE,ORANGE,27,.375L,11.78,0,,,,16.99,,,,,,,12,,,,,,,,,,,,07/16/2010,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,VODKA-IMPORTED,,
7116,0,,STOLICHNAYA,POMEGRANIK,27,1.75L,19.99,0,,,,24.99,,,,,,,6,,,,,,,,,,,,08/27/2013,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,VODKA-IMPORTED,,
7117,0,,BAREFOOT,MOSCATO,8,.187L,5.3333,5.3333,,,,6.99,,3,,,,,6,,,,,2025-02-20,,39,,,,2024-05-03,05/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,13,0,15,,,N,,,,N,,,,,1,N,,Y,,N,,,,9253410,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-DOMESTIC,,
7118,0,,Jim Beam,Red Stag Black Cherry Bourbon Whiskey,19,.750L,13.3267,13.3267,,,,19.99,,9,,,,,12,,,,,2025-03-16,,25,,,,2022-10-15,07/04/2025,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,,,N,,,,N,,,,,1,N,,Y,,N,,,,948531,S,46,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,SOUTHER WINE & SPIRITS,WHIS-BOURBON,,
7120,0,,MOVENDO,RIESLING,68,.750L,2.99,0,,,,5.99,,,,,,,6,,,,,,,,,,,,12/12/2012,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
7124,0,,MONTHAVEN,CHARDONNAY,68,3.0L,12.67,0,,,,18.99,,,,,,,3,,,,,,,,,,,,09/20/2012,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,WINE-IMPORTED,,
7127,0,,URSUS,BLUE RASBERRY,27,.750L,6.78,0,,,,9.99,,,,,,,12,,,,,,,,,,,,06/26/2010,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,VODKA-IMPORTED,,
7128,0,,Twisted Tea,Half & Half 24oz,60,24 OZ,2.3917,2.3917,,,,3.59,,3,,,,,12,,,,,2025-06-22,,548,,,,2023-08-23,07/04/2025,0,0,0,0,0,0,0,0,0,0,0,0,189,0,213,,,N,,,,N,,,,,1,N,,Y,,N,,,,6110,S,77,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,DM DISTRIBUTING,BEER,,
7131,0,,MARTINI ROSSI,ROSATO,68,.750L,7.13,7.13,,,,10.99,,,,,,,12,,,,,,,,,,,2025-01-03,12/17/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9109232,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-IMPORTED,,
7133,0,,COTTONWOOD CREEK,WHITE,8,.750L,2.99,0,,,,5.99,,,,,,,12,,,,,,,,,,,,02/01/2013,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
7135,0,,Barefoot Cellars,Riesling White Wine,8,1.5L,8.6667,8.6667,,,,11.99,,14,,,,,6,,,,,2025-06-01,,65,,,,2025-02-01,06/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,13,0,36,,20.99,N,,,,N,,,,,1,N,,Y,,N,,,,9089666,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-DOMESTIC,,
7136,0,,Liberty Creek Vineyards,Sweet Red Wine,8,1.5L,7.3163,7.3333,,,,9.99,,3,,,,,6,,,,,2024-12-11,,21,,,,2024-08-29,05/25/2025,0,0,0,0,0,0,0,0,0,0,0,0,,0,21,,,N,,,,N,,,,,1,N,,Y,,N,,,,9101930,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-DOMESTIC,,
7139,0,,1800,REPOSADO,37,1.75L,40.7946,40.7917,,,,49.99,,4,,,,,6,,,,,2025-04-12,,61,,,,2025-02-08,07/08/2025,0,0,0,0,0,0,0,0,0,1,0,0,14,0,26,,,N,,,,N,,,,,1,N,,Y,,N,,,,12372,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,TEQUILA,,
7140,0,,COINTREAU,ORANGE LIQ,0,.050L,0.99,0,,,,1.99,,,,,,,36,,,,,,,,,,,,03/02/2012,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,LIQUOR-MISC,,
7141,0,,BAREFOOT,MERLOT- DO NOT ORDER,8,1.5L,8.6667,8.6667,,,,11.99,,5,,,,,6,,,,,2024-05-22,,45,,,,2025-02-01,07/07/2025,0,0,0,0,0,0,0,0,0,0,0,1,5,0,19,,20.99,N,,,,N,,,,,1,N,,Y,,N,,,,2112423,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-DOMESTIC,,
7143,0,,PARROT BAY,ORANGE,33,1.75L,11.99,0,,,,19.99,,,,,,,6,,,,,,,,,,,,11/04/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,RUM-IMPORTED,,
7144,0,,PARROT BAY,MOJITO CITRUS,33,.750L,4,0,,,,9.99,,,,,,,12,,,,,,,,,,,,07/24/2010,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,RUM-IMPORTED,,
7145,0,,COURVOISIER,VSOP,31,.375L,15.1582,15.3342,,,,19.99,,,,,,,12,,,,,,,,,,,,11/19/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,95379,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,COGNAC,,
7147,0,,BUD SELECT,55,60,12 OZ,0.7933,0,,,,10.99,,,,,,,15,,,,,,,,,,,,10/21/2010,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,42,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,BEER,,
7148,0,,FUNF,SWEET RED,68,.750L,2.07,1.99,,,,7.99,,,,,,,12,,,,,,,,,,,,10/10/2015,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9110436,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-IMPORTED,,
7152,0,,Colt,45,60,24 OZ,1.3333,1.3333,,,,2.19,,9,,,,,15,,,,,2025-06-15,,316,,,,2025-06-15,07/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,131,0,129,,,N,,,,N,,,,,1,N,,Y,,N,,,,935,S,77,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,DM DISTRIBUTING,BEER,,
7154,0,,UV,LEMONADE,27,.375L,1.99,0,,,,4.99,,,,,,,12,,,,,,,,,,,,06/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-IMPORTED,,
7155,0,,UV,VODKA,27,.375L,1.99,0,,,,4.99,,,,,,,12,,,,,,,,,,,,11/09/2012,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-IMPORTED,,
7156,0,,UV,BLUE,27,.375L,1.99,0,,,,4.99,,,,,,,12,,,,,,,,,,,,09/01/2016,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-IMPORTED,,
7157,0,,VISTANA,CABERNET SAU MERLOT,68,1.5L,4.67,0,,,,6.99,,,,,,,6,,,,,,,,,,,,04/27/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,WINE-IMPORTED,,
7158,0,,VISTANA,MERLOT CAB SAU,68,1.5L,4.67,0,,,,6.99,,,,,,,6,,,,,,,,,,,,01/11/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
7159,0,,VISTANA,CHARDONNAY SAU BLA,68,1.5L,4.67,0,,,,6.99,,,,,,,6,,,,,,,,,,,,11/17/2012,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-IMPORTED,,
7167,0,,Ciroc,Coconut Flavored Vodka,27,1.75L,39.99,39.99,,,,49.99,,6,,,,,6,,,,,2025-05-17,,,,,,2025-05-17,07/17/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9097156,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-IMPORTED,,
7169,0,,WOODBRIDGE,MOSCATO,8,1.5L,10.5179,10.6933,,,,12.99,,,,,,,6,,,,,,,,,,,,01/09/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,43007,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
7171,0,,SEAGRAMS,GINGERALE,6,2.0L,0,0,,,,2.19,,,,,,,8,,,,,,,,,,,,04/19/2016,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,43,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,SODA,,
7172,0,,MARTINI ROSSI,ASTI,56,.187L,3.66,0,,,,5.99,,,,,,,24,,,,,,,,,,,,06/04/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,SPARK WINE-IMPORTED,,
7173,0,,Sutter Home,Sweet Red,8,.187L,5.33,5.33,,,,7.99,,14,,,,,6,,,,,2025-06-22,,334,,,,2025-04-12,06/29/2025,0,0,0,0,0,0,0,0,0,0,0,0,95,0,197,,,N,,,,N,,,,,1,N,,Y,,N,,,,115123,S,4,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,REPUBLIC NATIONAL DISTRIBUTING,WINE-DOMESTIC,,
7174,0,,NESTEA,ICED TEA,59,2.0L,0,0,,,,2.19,,,,,,,6,,,,,,,,,,,,04/19/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,Y,,,,N,,,,,1,N,,N,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,MISC,,
7175,0,,SVEDKA,FLAVORS,27,.750L,8.87,0,,,,13.99,,,,,,,12,,,,,,,,,,,,02/24/2015,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,,VODKA-IMPORTED,,
7178,0,,BAREFOOT,CABERNET SAUVIGNON,8,1.5L,8.6667,8.6667,,,,11.99,,12,,,,,6,,,,,2024-12-21,,36,,,,2025-02-01,03/11/2025,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,,,N,,,,N,,,,,1,N,,Y,,N,,,,9013916,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-DOMESTIC,,
7179,0,,Smirnoff,Vodka Peach 50ml,26,.050L,0.6427,0.6649,,,,1.19,,80,,,,,120,,,,,2024-10-02,,618,,,,2024-10-02,07/05/2025,0,0,0,0,0,0,0,0,0,0,0,0,138,0,257,,,N,,,,N,,,,,1,N,,Y,,N,,,,9713302,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
7180,0,,SMIRNOFF,MANGO,26,.050L,0.66,0,,,,0.99,,,,,,,120,,,,,,,,,,,,08/17/2010,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
7182,0,,SMIRNOFF,MANGO,26,.750L,8.9938,8.9942,,,,13.99,,,,,,,12,,,,,,,,,,,,11/12/2021,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,9108251,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,VODKA-AMERICAN,,
7183,0,,REDWOOD,CHARDONNAY,8,.750L,1.3342,0,,,,4.99,,,,,,,12,,,,,,,,,,,,06/20/2011,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,N,,,,N,,,,,1,N,,Y,,N,,,,0,S,49,,,,,,,,,,,,,,,,,,,,,,,,Y,C,,,,,,,,,,,,BREAKTHRU BEVERAGE,WINE-DOMESTIC,,
